event,timestamp_utc,timestamp_ns,pid,detail,value
INIT,2026-04-15T15:46:38Z,16728664887785,4060,activation,100PCT_INCONDITIONNELLE
INIT,2026-04-15T15:46:38Z,16728664887785,4060,modules_reels,ultra_forensic_logger_v3+memory_tracker
INIT,2026-04-15T15:46:38Z,16728664887785,4060,version,3.0_cycle17_NL03_NV01_NV02_AC01_NANO_ANOMALY_FIX_RAM01
HW_SAMPLE,2026-04-15T15:46:38Z,16728664887785,4060,init:cpu_delta_pct,0.0000
HW_SAMPLE,2026-04-15T15:46:38Z,16728664887785,4060,init:mem_used_pct,58.3000
HW_SAMPLE,2026-04-15T15:46:38Z,16728664887785,4060,init:mem_total_kb,65847776
HW_SAMPLE,2026-04-15T15:46:38Z,16728664887785,4060,init:mem_avail_kb,27458492
HW_SAMPLE,2026-04-15T15:46:38Z,16728664887785,4060,init:vm_rss_kb,3932
HW_SAMPLE,2026-04-15T15:46:38Z,16728664887785,4060,init:vm_peak_kb,14724
MODULE_START,2026-04-15T15:46:38Z,16728667295715,4060,btc_qm_engine,main_btc_mining
METRIC,2026-04-15T15:46:38Z,16728667465625,4060,btc_qm_engine:btc_run_mode_hash,66.0000000000
METRIC,2026-04-15T15:46:38Z,16728667920715,4060,btc_qm_engine:btc_module_version,17.0000000000
METRIC,2026-04-15T15:46:38Z,16728669100705,4060,btc_qm_engine:btc_nx48_init_loaded,0.0000000000
METRIC,2026-04-15T15:46:38Z,16728669554995,4060,btc_qm_engine:btc_nx48_delta_nonce_scale,1.0000000000
METRIC,2026-04-15T15:46:38Z,16728670097475,4060,btc_qm_engine:btc_nx48_n_replicas_scale,1.0000000000
METRIC,2026-04-15T15:46:38Z,16728670557805,4060,btc_qm_engine:btc_nx48_swap_temp_scale,1.0000000000
METRIC,2026-04-15T15:46:38Z,16728671117385,4060,btc_qm_engine:btc_nx48_batch_size_scale,1.0000000000
METRIC,2026-04-15T15:46:38Z,16728671560695,4060,btc_qm_engine:btc_nx48_exploration_bias,0.5000000000
METRIC,2026-04-15T15:46:38Z,16728672064965,4060,btc_qm_engine:btc_nx48_neuron_count,2.0000000000
METRIC,2026-04-15T15:46:38Z,16728672664785,4060,btc_qm_engine:btc_sha256_self_test_pass,1.0000000000
METRIC,2026-04-15T15:46:38Z,16728673204864,4060,btc_qm_engine:btc_wallet_from_privkey_start,1.0000000000
METRIC,2026-04-15T15:46:38Z,16728679036544,4060,btc_qm_engine:btc_wallet_from_privkey_ok,1.0000000000
METRIC,2026-04-15T15:46:38Z,16728680253184,4060,btc_qm_engine:btc_wallet_saved_json,1.0000000000
METRIC,2026-04-15T15:46:38Z,16728680982544,4060,btc_qm_engine:btc_sha256_self_test_pass,1.0000000000
METRIC,2026-04-15T15:46:38Z,16728681521374,4060,btc_qm_engine:btc_integrity_gate_pass,1.0000000000
METRIC,2026-04-15T15:46:38Z,16728683214864,4060,btc_qm_engine:btc_ram_available_mb_start,26814.0000000000
MODULE_START,2026-04-15T15:46:38Z,16728683991754,4060,btc_qm_engine,btc_engine_create
METRIC,2026-04-15T15:46:38Z,16728684288184,4060,btc_qm_engine:btc_n_replicas,8.0000000000
METRIC,2026-04-15T15:46:38Z,16728684791254,4060,btc_qm_engine:btc_n_threads,2.0000000000
METRIC,2026-04-15T15:46:38Z,16728685295514,4060,btc_qm_engine:btc_batch_size,512.0000000000
METRIC,2026-04-15T15:46:38Z,16728685734704,4060,btc_qm_engine:btc_nonce_start,0.0000000000
METRIC,2026-04-15T15:46:38Z,16728686273084,4060,btc_qm_engine:btc_nonce_end,4294967295.0000000000
METRIC,2026-04-15T15:46:38Z,16728686753934,4060,btc_qm_engine:btc_duration_s,1.0000000000
METRIC,2026-04-15T15:46:38Z,16728687295354,4060,btc_qm_engine:btc_replica_idx,0.0000000000
METRIC,2026-04-15T15:46:38Z,16728687777674,4060,btc_qm_engine:btc_replica_nonce,0.0000000000
METRIC,2026-04-15T15:46:38Z,16728688245554,4060,btc_qm_engine:btc_replica_temp,1.0000000000
METRIC,2026-04-15T15:46:38Z,16728688752184,4060,btc_qm_engine:btc_replica_leading,0.0000000000
METRIC,2026-04-15T15:46:38Z,16728689240454,4060,btc_qm_engine:btc_replica_idx,1.0000000000
METRIC,2026-04-15T15:46:38Z,16728689725744,4060,btc_qm_engine:btc_replica_nonce,536870911.0000000000
METRIC,2026-04-15T15:46:38Z,16728690198934,4060,btc_qm_engine:btc_replica_temp,2.0000000000
METRIC,2026-04-15T15:46:38Z,16728690841924,4060,btc_qm_engine:btc_replica_leading,0.0000000000
METRIC,2026-04-15T15:46:38Z,16728691357684,4060,btc_qm_engine:btc_replica_idx,2.0000000000
METRIC,2026-04-15T15:46:38Z,16728691727514,4060,btc_qm_engine:btc_replica_nonce,1073741822.0000000000
METRIC,2026-04-15T15:46:38Z,16728692166454,4060,btc_qm_engine:btc_replica_temp,4.0000000000
METRIC,2026-04-15T15:46:38Z,16728692543614,4060,btc_qm_engine:btc_replica_leading,0.0000000000
METRIC,2026-04-15T15:46:38Z,16728692906884,4060,btc_qm_engine:btc_replica_idx,3.0000000000
METRIC,2026-04-15T15:46:38Z,16728693360714,4060,btc_qm_engine:btc_replica_nonce,1610612733.0000000000
METRIC,2026-04-15T15:46:38Z,16728693807854,4060,btc_qm_engine:btc_replica_temp,8.0000000000
METRIC,2026-04-15T15:46:38Z,16728694314614,4060,btc_qm_engine:btc_replica_leading,0.0000000000
METRIC,2026-04-15T15:46:38Z,16728694768064,4060,btc_qm_engine:btc_replica_idx,4.0000000000
METRIC,2026-04-15T15:46:38Z,16728695302544,4060,btc_qm_engine:btc_replica_nonce,2147483644.0000000000
METRIC,2026-04-15T15:46:38Z,16728695705694,4060,btc_qm_engine:btc_replica_temp,12.0000000000
METRIC,2026-04-15T15:46:38Z,16728696276974,4060,btc_qm_engine:btc_replica_leading,0.0000000000
METRIC,2026-04-15T15:46:38Z,16728696757394,4060,btc_qm_engine:btc_replica_idx,5.0000000000
METRIC,2026-04-15T15:46:38Z,16728697321344,4060,btc_qm_engine:btc_replica_nonce,2684354555.0000000000
METRIC,2026-04-15T15:46:38Z,16728697747294,4060,btc_qm_engine:btc_replica_temp,20.0000000000
METRIC,2026-04-15T15:46:38Z,16728698234534,4060,btc_qm_engine:btc_replica_leading,0.0000000000
METRIC,2026-04-15T15:46:38Z,16728698661934,4060,btc_qm_engine:btc_replica_idx,6.0000000000
METRIC,2026-04-15T15:46:38Z,16728699145434,4060,btc_qm_engine:btc_replica_nonce,3221225466.0000000000
METRIC,2026-04-15T15:46:38Z,16728699553004,4060,btc_qm_engine:btc_replica_temp,35.0000000000
METRIC,2026-04-15T15:46:38Z,16728700057814,4060,btc_qm_engine:btc_replica_leading,0.0000000000
METRIC,2026-04-15T15:46:38Z,16728700533054,4060,btc_qm_engine:btc_replica_idx,7.0000000000
METRIC,2026-04-15T15:46:38Z,16728700980394,4060,btc_qm_engine:btc_replica_nonce,3758096377.0000000000
METRIC,2026-04-15T15:46:38Z,16728701544704,4060,btc_qm_engine:btc_replica_temp,50.0000000000
METRIC,2026-04-15T15:46:38Z,16728701996234,4060,btc_qm_engine:btc_replica_leading,0.0000000000
METRIC,2026-04-15T15:46:38Z,16728702662464,4060,btc_qm_engine:btc_midstate_applied,1.0000000000
THREAD,2026-04-15T15:46:38Z,16728703629134,4060,btc_qm_engine:btc_mining_worker_START,140658291599040
METRIC,2026-04-15T15:46:38Z,16728703744724,4060,btc_qm_engine:btc_block_nonce,3921235904.0000000000
THREAD,2026-04-15T15:46:38Z,16728704207424,4060,btc_qm_engine:btc_mining_worker_START,140658283206336
METRIC,2026-04-15T15:46:38Z,16728704606054,4060,btc_qm_engine:btc_best_leading_zeros,2.0000000000
METRIC,2026-04-15T15:46:38Z,16728705462154,4060,btc_qm_engine:btc_block_valid,0.0000000000
ANOMALY,2026-04-15T15:46:38Z,16728705985174,4060,btc_qm_engine:btc_near_miss_or_valid,2.0000000000
METRIC,2026-04-15T15:46:38Z,16728705995184,4060,btc_qm_engine:btc_threads_launched,2.0000000000
METRIC,2026-04-15T15:46:38Z,16728706683554,4060,btc_qm_engine:btc_best_leading_zeros,2.0000000000
METRIC,2026-04-15T15:46:38Z,16728707616804,4060,btc_qm_engine:btc_nx48_csv_saved,1.0000000000
METRIC,2026-04-15T15:46:38Z,16728708164074,4060,btc_qm_engine:btc_block_nonce,2272494853.0000000000
METRIC,2026-04-15T15:46:38Z,16728708648374,4060,btc_qm_engine:btc_best_leading_zeros,4.0000000000
METRIC,2026-04-15T15:46:38Z,16728709207194,4060,btc_qm_engine:btc_block_valid,0.0000000000
ANOMALY,2026-04-15T15:46:38Z,16728709697404,4060,btc_qm_engine:btc_near_miss_or_valid,4.0000000000
METRIC,2026-04-15T15:46:38Z,16728710212984,4060,btc_qm_engine:btc_best_leading_zeros,4.0000000000
METRIC,2026-04-15T15:46:38Z,16728710989143,4060,btc_qm_engine:btc_nx48_csv_saved,1.0000000000
METRIC,2026-04-15T15:46:38Z,16728714364783,4060,btc_qm_engine:btc_block_nonce,1230148460.0000000000
METRIC,2026-04-15T15:46:38Z,16728714911113,4060,btc_qm_engine:btc_best_leading_zeros,9.0000000000
METRIC,2026-04-15T15:46:38Z,16728715374143,4060,btc_qm_engine:btc_block_valid,0.0000000000
ANOMALY,2026-04-15T15:46:38Z,16728715770113,4060,btc_qm_engine:btc_near_miss_or_valid,9.0000000000
METRIC,2026-04-15T15:46:38Z,16728716268253,4060,btc_qm_engine:btc_best_leading_zeros,9.0000000000
METRIC,2026-04-15T15:46:38Z,16728717069203,4060,btc_qm_engine:btc_nx48_csv_saved,1.0000000000
METRIC,2026-04-15T15:46:38Z,16728717593003,4060,btc_qm_engine:btc_block_nonce,1205560650.0000000000
METRIC,2026-04-15T15:46:38Z,16728718134193,4060,btc_qm_engine:btc_best_leading_zeros,11.0000000000
METRIC,2026-04-15T15:46:38Z,16728718689483,4060,btc_qm_engine:btc_block_valid,0.0000000000
ANOMALY,2026-04-15T15:46:38Z,16728719317193,4060,btc_qm_engine:btc_near_miss_or_valid,11.0000000000
METRIC,2026-04-15T15:46:38Z,16728719887523,4060,btc_qm_engine:btc_best_leading_zeros,11.0000000000
METRIC,2026-04-15T15:46:38Z,16728720766243,4060,btc_qm_engine:btc_nx48_csv_saved,1.0000000000
METRIC,2026-04-15T15:46:38Z,16728725572503,4060,btc_qm_engine:btc_block_nonce,1205537234.0000000000
METRIC,2026-04-15T15:46:38Z,16728726961493,4060,btc_qm_engine:btc_best_leading_zeros,12.0000000000
METRIC,2026-04-15T15:46:38Z,16728727584953,4060,btc_qm_engine:btc_block_valid,0.0000000000
ANOMALY,2026-04-15T15:46:38Z,16728728084993,4060,btc_qm_engine:btc_near_miss_or_valid,12.0000000000
METRIC,2026-04-15T15:46:38Z,16728728638113,4060,btc_qm_engine:btc_best_leading_zeros,12.0000000000
METRIC,2026-04-15T15:46:38Z,16728729553733,4060,btc_qm_engine:btc_nx48_csv_saved,1.0000000000
METRIC,2026-04-15T15:46:39Z,16728764361902,4060,btc_qm_engine:btc_block_nonce,1230136074.0000000000
METRIC,2026-04-15T15:46:39Z,16728764923932,4060,btc_qm_engine:btc_best_leading_zeros,18.0000000000
METRIC,2026-04-15T15:46:39Z,16728765501892,4060,btc_qm_engine:btc_block_valid,0.0000000000
ANOMALY,2026-04-15T15:46:39Z,16728765994302,4060,btc_qm_engine:btc_near_miss_or_valid,18.0000000000
METRIC,2026-04-15T15:46:39Z,16728766470652,4060,btc_qm_engine:btc_best_leading_zeros,18.0000000000
METRIC,2026-04-15T15:46:39Z,16728767258272,4060,btc_qm_engine:btc_nx48_csv_saved,1.0000000000
METRIC,2026-04-15T15:46:39Z,16728806203261,4060,btc_qm_engine:btc_ptmc_rep_hot,1.0000000000
METRIC,2026-04-15T15:46:39Z,16728806738831,4060,btc_qm_engine:btc_ptmc_rep_cold,0.0000000000
METRIC,2026-04-15T15:46:39Z,16728807333451,4060,btc_qm_engine:btc_ptmc_accept,0.2635971381
METRIC,2026-04-15T15:46:39Z,16728807835081,4060,btc_qm_engine:btc_ptmc_rep_hot,2.0000000000
METRIC,2026-04-15T15:46:39Z,16728808469761,4060,btc_qm_engine:btc_ptmc_rep_cold,1.0000000000
METRIC,2026-04-15T15:46:39Z,16728809019571,4060,btc_qm_engine:btc_ptmc_accept,1.0000000000
