timestamp_ns,total_ticks,tps_current,tps_avg,throughput,latency_min_ns,latency_med_ns,latency_max_ns,errors,cpu_percent,ram_percent
28441356696093,1578000,250763,188739,188739208,1035,1606,1026075,0,100.00,87.71
28441458545363,1608000,298322,190042,190041600,1035,1606,1026075,0,100.00,87.73
28441568051163,1627000,182000,189944,189943587,1035,1606,1026075,0,100.00,87.78
28441669392807,1645000,174990,189766,189766148,1035,1606,1026075,0,100.00,88.01
28441772764631,1662000,157263,189366,189365824,1035,1606,1026075,0,100.00,88.11
28441875953977,1679000,164470,189076,189076035,1035,1606,1026075,0,100.00,87.76
28441986481684,1711000,317523,190517,190517428,1035,1606,1026075,0,100.00,87.80
28442079127862,1730000,186308,190470,190470161,1035,1606,1026075,0,100.00,87.92
28442183785161,1746000,152343,190034,190034330,1035,1606,1026075,0,100.00,87.74
28442284425127,1764000,179247,189918,189917705,1035,1606,1026075,0,100.00,87.77
28442385751090,1824000,598522,194281,194280639,1035,1606,1026075,0,100.00,87.93
28442494527117,1871000,427486,196980,196980010,1035,1606,1026075,0,100.00,88.06
28442600317438,1892000,206220,197078,197078022,1035,1606,1026075,0,100.00,85.60
28442701973728,1916000,238103,197504,197504280,1035,1606,1026075,0,100.00,85.49
28442804423845,1944000,266428,198243,198242944,1035,1606,1026075,0,100.00,85.51
28442902918319,1967000,229138,198556,198555983,1035,1606,1026075,0,100.00,85.65
28443010359930,1990000,226305,198838,198837771,1035,1606,1026075,0,100.00,85.55
28443107443862,2015000,248385,199331,199331095,1035,1606,1026075,0,98.77,85.98
28443206985962,2054000,384203,201169,201169054,1035,1606,1026075,0,100.00,85.85
28443310649205,2080000,249785,201660,201659671,1035,1606,1026075,0,100.00,85.98
28443414300883,2106000,249941,202142,202141741,1035,1606,1026075,0,100.00,85.75
28443521190543,2132000,251836,202629,202629360,1035,1606,1026075,0,100.00,85.24
28443622597617,2159000,265275,203230,203229552,1035,1606,1026075,0,100.00,85.30
28443729634046,2181000,211684,203311,203311460,1035,1606,1026075,0,100.00,85.57
28443824644868,2199000,177669,203072,203071551,1035,1606,1026075,0,100.00,86.10
28443931735078,2227000,267620,203689,203689242,1035,1606,1026075,0,100.00,85.67
28444036666347,2253000,259406,204195,204195374,1035,1606,1026075,0,100.00,85.54
28444133124149,2295000,413070,206103,206102646,1035,1606,1026075,0,100.00,85.77
28444239732855,2328000,313496,207108,207108360,1035,1606,1026075,0,100.00,85.42
28444339863580,2383000,544122,210112,210111948,1035,1606,1026075,0,100.00,85.40
28444445474700,2444000,591311,213548,213548002,1035,1606,1026075,0,100.00,85.59
28444546397441,2488000,432813,215479,215478526,1035,1606,1026075,0,100.00,85.43
28444654829742,2518000,287156,216121,216121255,1035,1606,1026075,0,100.00,85.43
28444752556555,2533000,144612,215490,215490242,1035,1606,1026075,0,100.00,85.59
28444855752513,2551000,179203,215183,215182789,1035,1606,1026075,0,100.00,85.56
28444960682155,2566000,149334,214630,214629548,1035,1606,1026075,0,100.00,85.27
28445054405599,2584000,174986,214291,214291360,1035,1606,1026075,0,100.00,85.27
28445161870335,2611000,262493,214699,214699052,1035,1606,1026075,0,100.00,85.40
28445265696308,2649000,375076,216024,216024086,1035,1606,1026075,0,100.00,85.41
28445365890003,2698000,484166,218219,218218996,1035,1606,1026075,0,100.00,84.61
28445463793476,2714000,157147,217720,217720178,1035,1606,1026075,0,100.00,84.48
28445567971240,2737000,222884,217763,217762574,1035,1606,1026075,0,98.80,84.91
28445679053124,2758000,204504,217655,217655130,1035,1606,1026075,0,100.00,84.96
28445780752283,2785000,255153,217966,217965682,1035,1606,1026075,0,100.00,84.93
28445877694663,2825000,392030,219345,219344663,1035,1606,1026075,0,100.00,84.54
28445976999683,2851000,256069,219632,219631917,1035,1606,1026075,0,100.00,84.53
28446082643882,2900000,476463,221651,221650681,1035,1606,1026075,0,100.00,84.53
28446180744190,2945000,444483,223362,223361716,1035,1606,1026075,0,100.00,84.42
28446285137465,2991000,442018,225074,225074053,1035,1606,1026075,0,100.00,84.34
28446391753891,3034000,414830,226543,226542736,1035,1606,1026075,0,100.00,84.35
28446490317249,3087000,520485,228761,228760803,1035,1606,1026075,0,100.00,84.74
28446596245970,3119000,310588,229381,229380822,1035,1606,1026075,0,100.00,84.36
28446693811045,3160000,409320,230697,230696657,1035,1606,1026075,0,98.78,84.62
28446794334613,3217000,565059,233141,233141021,1035,1606,1026075,0,100.00,84.75
28446895633724,3274000,563009,235544,235543681,1035,1606,1026075,0,100.00,84.63
28447003378373,3324000,497207,237423,237423161,1035,1606,1026075,0,100.00,84.75
28447096499514,3379000,548376,239635,239634933,1035,1606,1026075,0,98.73,85.21
28447196703957,3443000,637500,242448,242447588,1035,1606,1026075,0,100.00,84.79
28447297888475,3506000,623300,245139,245139128,1035,1606,1026075,0,100.00,85.03
28447401077532,3555000,476674,246791,246791398,1035,1606,1026075,0,100.00,84.91
28447506148510,3576000,203655,246485,246484802,1035,1606,1026075,0,100.00,85.18
28447604937418,3636000,593537,248886,248886263,1035,1606,1026075,0,100.00,85.54
28447705479256,3685000,486918,250515,250514701,1035,1606,1026075,0,98.75,85.46
28447818605345,3722000,346998,251209,251209065,1035,1606,1026075,0,100.00,85.52
28447933367947,3744000,200129,250833,250832874,1035,1606,1026075,0,100.00,85.40
28448026772824,3759000,146589,250123,250123100,1035,1606,1026075,0,100.00,85.70
28448130793598,3775000,151373,249433,249433424,1035,1606,1026075,0,100.00,86.06
28448237256092,3792000,163941,248852,248851645,1035,1606,1026075,0,100.00,86.07
28448351453142,3808000,153447,248203,248203250,1035,1606,1026075,0,100.00,85.44
28448441621257,3840000,310556,248619,248619225,1035,1606,1026075,0,100.00,85.62
28448546915590,3858000,175786,248140,248139543,1035,1606,1026075,0,100.00,84.39
28448646554014,3896000,374608,248959,248959326,1035,1606,1026075,0,100.00,84.32
28448753489834,3935000,374918,249791,249791066,1035,1606,1026075,0,100.00,84.52
28448856931409,3974000,373049,250604,250603660,1035,1606,1026075,0,98.81,84.60
28448957756960,3997000,228635,250465,250465174,1035,1606,1026075,0,100.00,84.31
28449059998845,4024000,255785,250500,250500131,1035,1606,1026075,0,100.00,84.19
28449160971149,4060000,356788,251164,251163580,1035,1606,1026075,0,100.00,84.25
28449261751750,4103000,425754,252248,252247647,1035,1606,1026075,0,100.00,84.32
28449362400582,4135000,318872,252656,252656174,1035,1606,1026075,0,98.77,84.54
28449470238775,4171000,351212,253270,253269595,1035,1606,1026075,0,98.77,84.29
28449568595615,4195000,232511,253140,253140296,1035,1606,1026075,0,100.00,84.36
28449673460787,4219000,236902,253042,253041629,1035,1606,1026075,0,100.00,84.26
28449769966796,4244000,248551,253015,253014699,1035,1606,1026075,0,100.00,84.50
28449879407971,4279000,342212,253555,253555271,1035,1606,1026075,0,100.00,84.51
28449977652746,4298000,183754,253130,253130201,1035,1606,1026075,0,100.00,84.25
28450088186363,4322000,227971,252975,252975171,1035,1606,1026075,0,100.00,84.35
28450186253915,4342000,191193,252599,252599196,1035,1606,1026075,0,100.00,84.33
28450286158150,4391000,485976,253960,253960144,1035,1606,1026075,0,98.75,84.08
28450386663045,4442000,508478,255428,255428077,1035,1606,1026075,0,100.00,84.26
28450487625260,4467000,247485,255382,255382204,1035,1606,1026075,0,100.00,84.27
28450595264284,4504000,355491,255974,255974369,1035,1606,1026075,0,100.00,84.04
28450699266642,4532000,271913,256067,256067106,1035,1606,1026075,0,100.00,84.01
28450796197561,4561000,286764,256242,256241511,1035,1606,1026075,0,98.77,83.92
28450897225392,4606000,444073,257305,257304797,1035,1606,1026075,0,100.00,83.80
28450997418242,4652000,458666,258427,258426646,1035,1606,1026075,0,100.00,84.13
28451098021117,4679000,268792,258484,258484164,1035,1606,1026075,0,100.00,84.28
28451210306168,4708000,284141,258628,258628013,1035,1606,1026075,0,98.80,84.25
28451303892806,4737000,285115,258775,258775187,1035,1606,1026075,0,100.00,84.12
28451406116949,4779000,403022,259592,259591734,1035,1606,1026075,0,100.00,84.23
28451508798929,4822000,417403,260470,260469911,1035,1606,1026075,0,100.00,84.11
28451610362506,4873000,502428,261789,261789359,1035,1606,1026075,0,100.00,84.12
28451716687208,4902000,272841,261852,261852108,1035,1606,1026075,0,100.00,84.11
28451821892811,4932000,287884,261996,261996212,1035,1606,1026075,0,98.82,84.16
28451926898953,4961000,287611,262133,262132679,1035,1606,1026075,0,100.00,83.79
28452023438393,5009000,470697,263250,263250462,1035,1606,1026075,0,100.00,83.99
28452129862009,5043000,322297,263576,263576026,1035,1606,1026075,0,100.00,83.71
28452228998828,5085000,419271,264387,264386945,1035,1606,1026075,0,100.00,83.94
28452334366083,5116000,307217,264610,264610478,1035,1606,1026075,0,100.00,84.05
28452432595404,5148000,314584,264872,264872026,1035,1606,1026075,0,100.00,83.81
28452534254986,5178000,297900,265042,265042277,1035,1606,1026075,0,98.77,83.70
28452640446404,5204000,248644,264955,264954974,1035,1606,1026075,0,100.00,84.10
28452737560912,5236000,319574,265232,265232020,1035,1606,1026075,0,100.00,83.71
28452850417019,5263000,246526,265129,265128814,1035,1606,1026075,0,100.00,83.69
28452948323456,5280000,168093,264637,264636944,1035,1606,1026075,0,100.00,83.43
28453048765204,5321000,407243,265353,265352920,1035,1606,1026075,0,98.77,83.63
28453148997451,5352000,309731,265573,265573323,1035,1606,1026075,0,100.00,83.69
28453252769064,5379000,263194,265561,265561270,1035,1606,1026075,0,100.00,83.87
28453359215683,5413000,331343,265893,265892839,1035,1606,1026075,0,100.00,83.74
28453462452089,5449000,352132,266324,266323757,1035,1606,1026075,0,98.80,83.91
28453571270174,5472000,217472,266073,266072538,1035,1606,1026075,0,100.00,84.23
28453682355161,5495000,217223,265822,265822328,1035,1606,1026075,0,100.00,84.51
28453768143666,5533000,378569,266367,266367160,1035,1606,1026075,0,100.00,84.58
28453871361969,5564000,300735,266537,266536867,1035,1606,1026075,0,100.00,84.39
28453972772242,5591000,265630,266532,266532474,1035,1606,1026075,0,100.00,84.85
28454093273553,5610000,172713,266043,266043022,1035,1606,1026075,0,100.00,85.15
28454187226192,5626000,158702,265532,265532261,1035,1606,1026075,0,100.00,84.80
28454293529718,5652000,237389,265388,265387531,1035,1606,1026075,0,100.00,84.72
28454397714322,5673000,207976,265117,265116616,1035,1606,1026075,0,100.00,84.91
28454496685971,5688000,146604,264553,264552640,1035,1606,1026075,0,100.00,85.42
28454604406210,5722000,337327,264892,264892210,1035,1606,1026075,0,100.00,85.40
28454697389531,5756000,339860,265238,265237807,1035,1606,1026075,0,100.00,85.61
28454803282168,5796000,395334,265842,265841554,1035,1606,1026075,0,100.00,85.35
28454899480206,5839000,425854,266579,266579202,1035,1606,1026075,0,98.75,85.60
28455000930625,5892000,524329,267763,267763221,1035,1606,1026075,0,100.00,85.88
28455101495126,5936000,436802,268534,268533519,1035,1606,1026075,0,100.00,86.11
28455203053062,5972000,353569,268923,268923405,1035,1606,1026075,0,100.00,86.12
28455304473185,6011000,384198,269448,269447935,1035,1606,1026075,0,100.00,86.01
28455405976471,6052000,404403,270058,270058481,1035,1606,1026075,0,100.00,86.05
28455515689307,6081000,266820,270043,270042850,1035,1606,1026075,0,100.00,86.06
28455619083371,6104000,221560,269820,269820373,1035,1606,1026075,0,100.00,86.04
28455725371216,6132000,268622,269815,269814875,1035,1606,1026075,0,100.00,86.31
28455830656059,6161000,276500,269846,269845587,1035,1606,1026075,0,100.00,86.61
28455927717768,6201000,399531,270412,270411781,1035,1606,1026075,0,100.00,86.48
28456031629355,6249000,462093,271276,271276137,1035,1606,1026075,0,98.81,86.36
28456132551277,6302000,525327,272384,272383959,1035,1606,1026075,0,100.00,86.61
28456233764445,6343000,405793,272964,272964022,1035,1606,1026075,0,100.00,86.32
28456339645102,6371000,276837,272981,272980808,1035,1606,1026075,0,100.00,86.33
28456436765110,6405000,336721,273255,273255391,1035,1606,1026075,0,100.00,86.38
28456540606755,6451000,451959,274028,274027999,1035,1606,1026075,0,98.78,86.53
28456644173111,6480000,289825,274095,274094860,1035,1606,1026075,0,100.00,86.57
28456741480613,6504000,231256,273908,273907629,1035,1606,1026075,0,100.00,86.36
28456844801819,6530000,256174,273832,273832153,1035,1606,1026075,0,100.00,86.58
28456944171873,6556000,257301,273762,273762397,1035,1606,1026075,0,100.00,86.68
28457050830500,6584000,269174,273743,273742554,1035,1606,1026075,0,100.00,86.48
28457156987912,6598000,136218,273157,273157391,1035,1606,1026075,0,100.00,86.34
28457265181439,6606000,78300,272337,272336635,1035,1606,1026075,0,100.00,86.40
28457365948098,6613000,69333,271495,271495190,1035,1606,1026075,0,100.00,86.04
28457467711138,6621000,76994,270669,270669015,1035,1606,1026075,0,100.00,86.03
28457562937510,6639000,174355,270264,270264240,1035,1606,1026075,0,100.00,86.07
28457661800100,6652000,129018,269687,269687241,1035,1606,1026075,0,100.00,86.26
28457763725507,6682000,299691,269809,269808517,1035,1606,1026075,0,100.00,86.18
28457863355131,6714000,315582,269995,269995166,1035,1606,1026075,0,100.00,85.80
28457971298414,6752000,368636,270402,270402379,1035,1606,1026075,0,100.00,85.64
28458067665436,6775000,226912,270227,270226555,1035,1606,1026075,0,100.00,85.79
28458171232323,6795000,195434,269923,269922511,1035,1606,1026075,0,100.00,85.33
28458277527191,6836000,407450,270470,270470051,1035,1606,1026075,0,100.00,85.54
28458374922491,6867000,297853,270582,270582351,1035,1606,1026075,0,98.81,85.45
28458475979679,6887000,199639,270303,270303407,1035,1606,1026075,0,100.00,85.59
28458578662844,6910000,226126,270128,270127750,1035,1606,1026075,0,100.00,85.51
28458677542838,6932000,218851,269927,269927033,1035,1606,1026075,0,100.00,85.55
28458793052443,6955000,226357,269755,269755321,1035,1606,1026075,0,100.00,85.67
28458882092513,6981000,256956,269705,269705286,1035,1606,1026075,0,100.00,85.27
28458982873498,7025000,426419,270328,270327538,1035,1606,1026075,0,100.00,85.54
28459091718447,7045000,195449,270034,270033848,1035,1606,1026075,0,100.00,85.29
28459188910545,7067000,219202,269839,269839051,1035,1606,1026075,0,100.00,85.26
28459288960435,7108000,397713,270340,270340421,1035,1606,1026075,0,100.00,85.46
28459400179514,7127000,175886,269954,269953943,1035,1606,1026075,0,100.00,85.53
28459499717518,7163000,353198,270274,270274088,1035,1606,1026075,0,100.00,85.30
28459608711602,7182000,182821,269932,269932490,1035,1606,1026075,0,100.00,85.33
28459709078051,7211000,284350,269988,269987544,1035,1606,1026075,0,100.00,85.47
28459809996998,7250000,380044,270409,270408783,1035,1606,1026075,0,100.00,85.34
28459908303092,7274000,238034,270287,270287491,1035,1606,1026075,0,100.00,85.54
28460013125108,7297000,225925,270120,270120306,1035,1606,1026075,0,100.00,85.81
28460111103152,7318000,208055,269889,269889270,1035,1606,1026075,0,100.00,85.72
28460219865194,7347000,288076,269957,269956542,1035,1606,1026075,0,100.00,85.58
28460312211953,7383000,356328,270276,270275988,1035,1606,1026075,0,98.78,85.53
28460413669062,7438000,543740,271285,271284872,1035,1606,1026075,0,100.00,85.59
28460515290140,7483000,444885,271923,271922967,1035,1606,1026075,0,100.00,85.79
28460621200493,7521000,357122,272251,272251133,1035,1606,1026075,0,98.85,85.80
28460727974218,7555000,325461,272452,272451594,1035,1606,1026075,0,100.00,85.73
28460830501387,7580000,249375,272368,272368468,1035,1606,1026075,0,100.00,85.78
28460927119140,7603000,228745,272211,272211427,1035,1606,1026075,0,100.00,85.78
28461039534928,7634000,294517,272295,272295170,1035,1606,1026075,0,100.00,85.27
28461137037625,7658000,236618,272167,272166561,1035,1606,1026075,0,100.00,85.48
28461241574912,7686000,258768,272115,272115232,1035,1606,1026075,0,100.00,85.30
28461344991313,7707000,206962,271882,271882015,1035,1606,1026075,0,100.00,85.55
28461451891384,7735000,257341,271826,271826415,1035,1606,1026075,0,100.00,85.39
28461552305639,7762000,268474,271815,271814608,1035,1606,1026075,0,100.00,85.42
28461653815333,7804000,415005,272320,272320285,1035,1606,1026075,0,100.00,85.32
28461754954334,7839000,346191,272580,272579975,1035,1606,1026075,0,100.00,85.35
28461859921929,7876000,359008,272889,272888600,1035,1606,1026075,0,100.00,85.60
28461961519230,7916000,385094,273291,273290971,1035,1606,1026075,0,100.00,85.14
28462064218163,7951000,345691,273543,273543159,1035,1606,1026075,0,100.00,84.95
28462167263246,7979000,271196,273535,273534852,1035,1606,1026075,0,100.00,85.18
28462267306376,8002000,228501,273380,273379989,1035,1606,1026075,0,100.00,85.18
28462367785872,8038000,356019,273664,273664492,1035,1606,1026075,0,100.00,85.22
28462476803284,8079000,402713,274110,274110259,1035,1606,1026075,0,100.00,85.00
28462571295670,8118000,385879,274492,274492216,1035,1606,1026075,0,100.00,85.09
28462675478537,8157000,382072,274862,274862245,1035,1606,1026075,0,100.00,85.03
28462777613298,8179000,219739,274677,274676903,1035,1606,1026075,0,100.00,84.95
28462876918586,8210000,304323,274778,274777976,1035,1606,1026075,0,98.80,85.03
28462977714637,8235000,242933,274669,274668670,1035,1606,1026075,0,100.00,85.03
28463079280599,8254000,187598,274376,274375527,1035,1606,1026075,0,100.00,84.92
28463179134888,8294000,399317,274790,274790181,1035,1606,1026075,0,100.00,85.18
28463280624775,8341000,465511,275426,275426028,1035,1606,1026075,0,100.00,85.22
28463388666328,8370000,278491,275437,275436531,1035,1606,1026075,0,100.00,84.92
28463486153321,8394000,235716,275304,275303890,1035,1606,1026075,0,100.00,84.95
28463588506026,8442000,471643,275957,275957066,1035,1606,1026075,0,100.00,85.15
28463688947654,8489000,465560,276581,276580705,1035,1606,1026075,0,100.00,85.19
28463789398506,8529000,398933,276979,276979108,1035,1606,1026075,0,100.00,84.96
28463919182010,8555000,216792,276746,276745602,1035,1606,1026075,0,100.00,84.96
28464008866088,8571000,159975,276369,276369019,1035,1606,1026075,0,100.00,84.95
28464113714756,8600000,277726,276374,276373575,1035,1606,1026075,0,100.00,84.91
28464214825689,8639000,384594,276725,276725100,1035,1606,1026075,0,100.00,85.15
28464315774626,8678000,386429,277079,277078608,1035,1606,1026075,0,100.00,85.27
28464427247078,8710000,315256,277202,277201939,1035,1606,1026075,0,98.80,85.03
28464517581313,8736000,259960,277147,277147231,1035,1606,1026075,0,100.00,85.38
28464619415486,8762000,255229,277077,277076625,1035,1606,1026075,0,100.00,85.67
28464722529815,8791000,285489,277104,277103560,1035,1606,1026075,0,100.00,86.06
28464823949465,8813000,219261,276921,276921194,1035,1606,1026075,0,100.00,86.22
28464932849469,8845000,304088,277011,277010726,1035,1606,1026075,0,100.00,86.39
28465030845226,8877000,317821,277139,277139008,1035,1606,1026075,0,100.00,86.51
28465130963032,8904000,260090,277084,277083933,1035,1606,1026075,0,100.00,86.85
28465236158879,8919000,148768,276683,276682577,1035,1606,1026075,0,100.00,86.84
28465336954147,8942000,226568,276525,276525254,1035,1606,1026075,0,100.00,86.98
28465434734710,8981000,384409,276863,276862671,1035,1606,1026075,0,98.77,86.99
28465534667910,9032000,508855,277577,277577250,1035,1606,1026075,0,100.00,86.99
28465647496450,9065000,292569,277629,277629039,1035,1606,1026075,0,100.00,86.89
28465753167890,9106000,404609,278022,278021896,1035,1606,1026075,0,100.00,86.70
28465849980864,9133000,268257,277992,277991980,1035,1606,1026075,0,100.00,86.70
28465960388699,9171000,376650,278294,278294021,1035,1606,1026075,0,100.00,86.58
28466057402435,9192000,205144,278067,278067498,1035,1606,1026075,0,100.00,86.51
28466164528683,9222000,281170,278077,278077480,1035,1606,1026075,0,100.00,86.47
28466261183599,9268000,453391,278612,278612186,1035,1606,1026075,0,100.00,86.61
28466361990025,9311000,426217,279058,279058496,1035,1606,1026075,0,100.00,86.61
28466462918091,9349000,377729,279355,279355104,1035,1606,1026075,0,100.00,86.65
28466565732124,9384000,344159,279551,279551432,1035,1606,1026075,0,100.00,86.68
28466670424727,9415000,309695,279641,279641053,1035,1606,1026075,0,98.77,86.66
28466771695530,9449000,329632,279794,279793737,1035,1606,1026075,0,100.00,86.78
28466872102017,9470000,203359,279561,279560729,1035,1606,1026075,0,100.00,86.77
28466986691238,9491000,196295,279299,279298589,1035,1606,1026075,0,100.00,86.81
28467083301680,9507000,156341,278929,278929399,1035,1606,1026075,0,100.00,87.01
28467190137067,9527000,187414,278644,278643762,1035,1606,1026075,0,100.00,87.08
28467297742590,9558000,300626,278710,278709862,1035,1606,1026075,0,100.00,87.05
28467399862192,9576000,170688,278379,278378708,1035,1606,1026075,0,100.00,87.29
28467496180945,9614000,377097,278667,278667051,1035,1606,1026075,0,100.00,87.15
28467602339147,9632000,174974,278359,278358775,1035,1606,1026075,0,100.00,87.18
28467703096908,9653000,208195,278155,278154845,1035,1606,1026075,0,100.00,87.04
28467810093137,9672000,181553,277864,277864408,1035,1606,1026075,0,98.82,86.96
28467911577050,9716000,425447,278302,278301598,1035,1606,1026075,0,100.00,86.88
28468013972644,9741000,236089,278174,278173947,1035,1606,1026075,0,100.00,87.00
28468116538203,9764000,229744,278036,278035887,1035,1606,1026075,0,100.00,87.11
28468219511738,9787000,222694,277874,277873605,1035,1606,1026075,0,100.00,86.82
28468318688065,9827000,394310,278208,278207999,1035,1606,1026075,0,100.00,86.60
28468420501611,9875000,472341,278765,278764910,1035,1606,1026075,0,100.00,86.77
28468524383927,9905000,295578,278813,278812945,1035,1606,1026075,0,100.00,86.92
28468622038251,9951000,459397,279321,279320501,1035,1606,1026075,0,100.00,87.11
