--- SIGCHLD {si_signo=SIGCHLD, si_code=CLD_EXITED, si_pid=22395, si_uid=1000, si_status=0, si_utime=0, si_stime=0} ---
ioctl(6, DRM_IOCTL_I915_GEM_CONTEXT_DESTROY, 0x7ffdcc14ba10) = 0
ioctl(6, DRM_IOCTL_I915_GEM_WAIT or DRM_IOCTL_RADEON_GEM_OP, 0x7ffdcc14b9b0) = 0
ioctl(6, DRM_IOCTL_GEM_CLOSE, 0x7ffdcc14b9a0) = 0
ioctl(6, DRM_IOCTL_I915_GEM_WAIT or DRM_IOCTL_RADEON_GEM_OP, 0x7ffdcc14b9b0) = 0
ioctl(6, DRM_IOCTL_GEM_CLOSE, 0x7ffdcc14b9a0) = 0
ioctl(6, DRM_IOCTL_I915_GEM_WAIT or DRM_IOCTL_RADEON_GEM_OP, 0x7ffdcc14b9b0) = 0
ioctl(6, DRM_IOCTL_GEM_CLOSE, 0x7ffdcc14b9a0) = 0
ioctl(6, DRM_IOCTL_I915_GEM_WAIT or DRM_IOCTL_RADEON_GEM_OP, 0x7ffdcc14b9b0) = 0
ioctl(6, DRM_IOCTL_GEM_CLOSE, 0x7ffdcc14b9a0) = 0
ioctl(6, DRM_IOCTL_I915_GEM_CONTEXT_DESTROY, 0x7ffdcc14ba10) = 0
ioctl(6, DRM_IOCTL_GEM_CLOSE, 0x7ffdcc14bae0) = 0
ioctl(6, DRM_IOCTL_I915_GEM_WAIT or DRM_IOCTL_RADEON_GEM_OP, 0x7ffdcc14bac0) = 0
ioctl(6, DRM_IOCTL_GEM_CLOSE, 0x7ffdcc14bab0) = 0
ioctl(6, DRM_IOCTL_I915_GEM_VM_DESTROY, 0x7ffdcc14bae0) = 0
+++ exited with 0 +++
