seq,ts_ns,module,key,value
10492,20439558998647,PoH,sequence,3493000.0000000000
10493,20439558998859,PoH,total_ticks,3493000.0000000000
10494,20439561009464,PoH,tick_latency_ns,14037.0000000000
10495,20439561010558,PoH,sequence,3494000.0000000000
10496,20439561010776,PoH,total_ticks,3494000.0000000000
10497,20439562986120,PoH,tick_latency_ns,4562.0000000000
10498,20439562986835,PoH,sequence,3495000.0000000000
10499,20439562987080,PoH,total_ticks,3495000.0000000000
10500,20439564970728,PoH,tick_latency_ns,5864.0000000000
10501,20439564971191,PoH,sequence,3496000.0000000000
10502,20439564971417,PoH,total_ticks,3496000.0000000000
10503,20439567030285,PoH,tick_latency_ns,6768.0000000000
10504,20439567031341,PoH,sequence,3497000.0000000000
10505,20439567031707,PoH,total_ticks,3497000.0000000000
10506,20439568992733,PoH,tick_latency_ns,6240.0000000000
10507,20439568993458,PoH,sequence,3498000.0000000000
10508,20439568993710,PoH,total_ticks,3498000.0000000000
10509,20439571017143,PoH,tick_latency_ns,18522.0000000000
10510,20439571019023,PoH,sequence,3499000.0000000000
10511,20439571019365,PoH,total_ticks,3499000.0000000000
10512,20439572980560,PoH,tick_latency_ns,7896.0000000000
10513,20439572981570,PoH,sequence,3500000.0000000000
10514,20439572981835,PoH,total_ticks,3500000.0000000000
10515,20439574958106,PoH,tick_latency_ns,4716.0000000000
10516,20439574958837,PoH,sequence,3501000.0000000000
10517,20439574959153,PoH,total_ticks,3501000.0000000000
10518,20439577032982,PoH,tick_latency_ns,5411.0000000000
10519,20439577033518,PoH,sequence,3502000.0000000000
10520,20439577034026,PoH,total_ticks,3502000.0000000000
10521,20439579008728,PoH,tick_latency_ns,8959.0000000000
10522,20439579009381,PoH,sequence,3503000.0000000000
10523,20439579009524,PoH,total_ticks,3503000.0000000000
10524,20439581094308,PoH,tick_latency_ns,4638.0000000000
10525,20439581095129,PoH,sequence,3504000.0000000000
10526,20439581095333,PoH,total_ticks,3504000.0000000000
10527,20439583105803,PoH,tick_latency_ns,4083.0000000000
10528,20439583107098,PoH,sequence,3505000.0000000000
10529,20439583107459,PoH,total_ticks,3505000.0000000000
10530,20439585021492,PoH,tick_latency_ns,3692.0000000000
10531,20439585022550,PoH,sequence,3506000.0000000000
10532,20439585022702,PoH,total_ticks,3506000.0000000000
10533,20439587022912,PoH,tick_latency_ns,6005.0000000000
10534,20439587023524,PoH,sequence,3507000.0000000000
10535,20439587023727,PoH,total_ticks,3507000.0000000000
10536,20439589054217,PoH,tick_latency_ns,5523.0000000000
10537,20439589054845,PoH,sequence,3508000.0000000000
10538,20439589055103,PoH,total_ticks,3508000.0000000000
10539,20439591026691,PoH,tick_latency_ns,4126.0000000000
10540,20439591027201,PoH,sequence,3509000.0000000000
10541,20439591027547,PoH,total_ticks,3509000.0000000000
10542,20439593012611,PoH,tick_latency_ns,15556.0000000000
10543,20439593013364,PoH,sequence,3510000.0000000000
10544,20439593013568,PoH,total_ticks,3510000.0000000000
10545,20439594975021,PoH,tick_latency_ns,4970.0000000000
10546,20439594976046,PoH,sequence,3511000.0000000000
10547,20439594976251,PoH,total_ticks,3511000.0000000000
10548,20439596944973,PoH,tick_latency_ns,5278.0000000000
10549,20439596945504,PoH,sequence,3512000.0000000000
10550,20439596945719,PoH,total_ticks,3512000.0000000000
10551,20439598924825,PoH,tick_latency_ns,4882.0000000000
10552,20439598925383,PoH,sequence,3513000.0000000000
10553,20439598925682,PoH,total_ticks,3513000.0000000000
10554,20439600963240,PoH,tick_latency_ns,6216.0000000000
10555,20439600963956,PoH,sequence,3514000.0000000000
10556,20439600964147,PoH,total_ticks,3514000.0000000000
10557,20439602916936,PoH,tick_latency_ns,5414.0000000000
10558,20439602917286,PoH,sequence,3515000.0000000000
10559,20439602917458,PoH,total_ticks,3515000.0000000000
10560,20439604905880,PoH,tick_latency_ns,4204.0000000000
10561,20439604906328,PoH,sequence,3516000.0000000000
10562,20439604906503,PoH,total_ticks,3516000.0000000000
10563,20439606984554,PoH,tick_latency_ns,4106.0000000000
10564,20439606985159,PoH,sequence,3517000.0000000000
10565,20439606985268,PoH,total_ticks,3517000.0000000000
10566,20439608969658,PoH,tick_latency_ns,4751.0000000000
10567,20439608970379,PoH,sequence,3518000.0000000000
10568,20439608970516,PoH,total_ticks,3518000.0000000000
10569,20439610965586,PoH,tick_latency_ns,3867.0000000000
10570,20439610966205,PoH,sequence,3519000.0000000000
10571,20439610966393,PoH,total_ticks,3519000.0000000000
10572,20439612938473,PoH,tick_latency_ns,5257.0000000000
10573,20439612939839,PoH,sequence,3520000.0000000000
10574,20439612940113,PoH,total_ticks,3520000.0000000000
10575,20439614908964,PoH,tick_latency_ns,6296.0000000000
10576,20439614909995,PoH,sequence,3521000.0000000000
10577,20439614910177,PoH,total_ticks,3521000.0000000000
10578,20439616987251,PoH,tick_latency_ns,9032.0000000000
10579,20439616988605,PoH,sequence,3522000.0000000000
10580,20439616989089,PoH,total_ticks,3522000.0000000000
10581,20439618977391,PoH,tick_latency_ns,5688.0000000000
10582,20439618978018,PoH,sequence,3523000.0000000000
10583,20439618978229,PoH,total_ticks,3523000.0000000000
10584,20439621014103,PoH,tick_latency_ns,13481.0000000000
10585,20439621014958,PoH,sequence,3524000.0000000000
10586,20439621015188,PoH,total_ticks,3524000.0000000000
10587,20439622953928,PoH,tick_latency_ns,6068.0000000000
10588,20439622954360,PoH,sequence,3525000.0000000000
10589,20439622954565,PoH,total_ticks,3525000.0000000000
10590,20439624913989,PoH,tick_latency_ns,9524.0000000000
10591,20439624915324,PoH,sequence,3526000.0000000000
10592,20439624915648,PoH,total_ticks,3526000.0000000000
10593,20439626984069,PoH,tick_latency_ns,5054.0000000000
10594,20439626984575,PoH,sequence,3527000.0000000000
10595,20439626984889,PoH,total_ticks,3527000.0000000000
10596,20439628967358,PoH,tick_latency_ns,4246.0000000000
10597,20439628968108,PoH,sequence,3528000.0000000000
10598,20439628968483,PoH,total_ticks,3528000.0000000000
10599,20439630985540,PoH,tick_latency_ns,5989.0000000000
10600,20439630986269,PoH,sequence,3529000.0000000000
10601,20439630986649,PoH,total_ticks,3529000.0000000000
10602,20439633026842,PoH,tick_latency_ns,8780.0000000000
10603,20439633027951,PoH,sequence,3530000.0000000000
10604,20439633028076,PoH,total_ticks,3530000.0000000000
10605,20439634959726,PoH,tick_latency_ns,7102.0000000000
10606,20439634960425,PoH,sequence,3531000.0000000000
10607,20439634960704,PoH,total_ticks,3531000.0000000000
10608,20439637033142,PoH,tick_latency_ns,6574.0000000000
10609,20439637033933,PoH,sequence,3532000.0000000000
10610,20439637034247,PoH,total_ticks,3532000.0000000000
10611,20439638984699,PoH,tick_latency_ns,7713.0000000000
10612,20439638985435,PoH,sequence,3533000.0000000000
10613,20439638985775,PoH,total_ticks,3533000.0000000000
10614,20439641024345,PoH,tick_latency_ns,3820.0000000000
10615,20439641024809,PoH,sequence,3534000.0000000000
10616,20439641025048,PoH,total_ticks,3534000.0000000000
10617,20439643016794,PoH,tick_latency_ns,7789.0000000000
10618,20439643017502,PoH,sequence,3535000.0000000000
10619,20439643017843,PoH,total_ticks,3535000.0000000000
10620,20439644956866,PoH,ticks_per_second,504475.9425412653
10621,20439644957964,PoH,uptime_seconds,7.0092539640
10622,20439645034991,PoH,tick_latency_ns,7525.0000000000
10623,20439645035392,PoH,sequence,3536000.0000000000
10624,20439645035754,PoH,total_ticks,3536000.0000000000
10625,20439646961747,PoH,tick_latency_ns,6298.0000000000
10626,20439646962112,PoH,sequence,3537000.0000000000
10627,20439646962261,PoH,total_ticks,3537000.0000000000
10628,20439648956933,PoH,tick_latency_ns,5627.0000000000
10629,20439648957761,PoH,sequence,3538000.0000000000
10630,20439648958062,PoH,total_ticks,3538000.0000000000
10631,20439651025618,PoH,tick_latency_ns,8459.0000000000
10632,20439651026278,PoH,sequence,3539000.0000000000
10633,20439651026475,PoH,total_ticks,3539000.0000000000
10634,20439652999601,PoH,tick_latency_ns,6916.0000000000
10635,20439653009346,PoH,sequence,3540000.0000000000
10636,20439653009689,PoH,total_ticks,3540000.0000000000
10637,20439655030711,PoH,tick_latency_ns,7914.0000000000
10638,20439655031480,PoH,sequence,3541000.0000000000
10639,20439655032078,PoH,total_ticks,3541000.0000000000
10640,20439657041511,PoH,tick_latency_ns,9260.0000000000
10641,20439657043245,PoH,sequence,3542000.0000000000
10642,20439657043536,PoH,total_ticks,3542000.0000000000
10643,20439659019792,PoH,tick_latency_ns,4618.0000000000
10644,20439659020367,PoH,sequence,3543000.0000000000
10645,20439659020588,PoH,total_ticks,3543000.0000000000
10646,20439661023125,PoH,tick_latency_ns,5908.0000000000
10647,20439661023619,PoH,sequence,3544000.0000000000
10648,20439661023834,PoH,total_ticks,3544000.0000000000
10649,20439662989469,PoH,tick_latency_ns,5076.0000000000
10650,20439662990263,PoH,sequence,3545000.0000000000
10651,20439662990492,PoH,total_ticks,3545000.0000000000
10652,20439665021563,PoH,tick_latency_ns,11067.0000000000
10653,20439665022911,PoH,sequence,3546000.0000000000
10654,20439665023132,PoH,total_ticks,3546000.0000000000
10655,20439666977218,PoH,tick_latency_ns,4047.0000000000
10656,20439666977764,PoH,sequence,3547000.0000000000
10657,20439666977899,PoH,total_ticks,3547000.0000000000
10658,20439668971630,PoH,tick_latency_ns,6818.0000000000
10659,20439668972235,PoH,sequence,3548000.0000000000
10660,20439668972550,PoH,total_ticks,3548000.0000000000
10661,20439671022309,PoH,tick_latency_ns,6256.0000000000
10662,20439671022875,PoH,sequence,3549000.0000000000
10663,20439671023402,PoH,total_ticks,3549000.0000000000
10664,20439672968459,PoH,tick_latency_ns,5487.0000000000
10665,20439672968924,PoH,sequence,3550000.0000000000
10666,20439672969119,PoH,total_ticks,3550000.0000000000
10667,20439675024025,PoH,tick_latency_ns,8936.0000000000
10668,20439675024636,PoH,sequence,3551000.0000000000
10669,20439675024775,PoH,total_ticks,3551000.0000000000
10670,20439677026686,PoH,tick_latency_ns,7017.0000000000
10671,20439677027426,PoH,sequence,3552000.0000000000
10672,20439677027640,PoH,total_ticks,3552000.0000000000
10673,20439678973042,PoH,tick_latency_ns,5539.0000000000
10674,20439678973902,PoH,sequence,3553000.0000000000
10675,20439678974143,PoH,total_ticks,3553000.0000000000
10676,20439681030505,PoH,tick_latency_ns,7552.0000000000
10677,20439681031521,PoH,sequence,3554000.0000000000
