seq,ts_ns,module,key,value
6843,23323864979830,PoH,sequence,2062000.0000000000
6844,23323864980116,PoH,total_ticks,2062000.0000000000
6845,23323867133456,PoH,tick_latency_ns,5901.0000000000
6846,23323867134018,PoH,sequence,2063000.0000000000
6847,23323867134225,PoH,total_ticks,2063000.0000000000
6848,23323868813805,PoH,tick_latency_ns,4492.0000000000
6849,23323868814506,PoH,sequence,2064000.0000000000
6850,23323868814724,PoH,total_ticks,2064000.0000000000
6851,23323870749870,PoH,tick_latency_ns,3057.0000000000
6852,23323870750519,PoH,sequence,2065000.0000000000
6853,23323870750768,PoH,total_ticks,2065000.0000000000
6854,23323873441732,PoH,tick_latency_ns,3055.0000000000
6855,23323873442229,PoH,sequence,2066000.0000000000
6856,23323873442459,PoH,total_ticks,2066000.0000000000
6857,23323875698371,PoH,tick_latency_ns,3752.0000000000
6858,23323875699141,PoH,sequence,2067000.0000000000
6859,23323875699370,PoH,total_ticks,2067000.0000000000
6860,23323877638897,PoH,tick_latency_ns,4716.0000000000
6861,23323877641534,PoH,sequence,2068000.0000000000
6862,23323877642064,PoH,total_ticks,2068000.0000000000
6863,23323882039304,PoH,tick_latency_ns,5714.0000000000
6864,23323882040091,PoH,sequence,2069000.0000000000
6865,23323882040330,PoH,total_ticks,2069000.0000000000
6866,23323883508568,PoH,tick_latency_ns,4328.0000000000
6867,23323883509062,PoH,sequence,2070000.0000000000
6868,23323883509690,PoH,total_ticks,2070000.0000000000
6869,23323885214145,PoH,tick_latency_ns,6440.0000000000
6870,23323885214776,PoH,sequence,2071000.0000000000
6871,23323885214958,PoH,total_ticks,2071000.0000000000
6872,23323885831671,PoH_Verifier,latency_ms,2.3650240000
6873,23323885832336,PoH_Verifier,errors_detected,0.0000000000
6874,23323885832467,PoH_Verifier,total_batches,2070.0000000000
6875,23323887341825,PoH,tick_latency_ns,2773.0000000000
6876,23323887342621,PoH,sequence,2072000.0000000000
6877,23323887342881,PoH,total_ticks,2072000.0000000000
6878,23323889809123,PoH,tick_latency_ns,3423.0000000000
6879,23323889810013,PoH,sequence,2073000.0000000000
6880,23323889810372,PoH,total_ticks,2073000.0000000000
6881,23323892316637,PoH,tick_latency_ns,6691.0000000000
6882,23323892317564,PoH,sequence,2074000.0000000000
6883,23323892317973,PoH,total_ticks,2074000.0000000000
6884,23323895088956,PoH,tick_latency_ns,8709.0000000000
6885,23323895089895,PoH,sequence,2075000.0000000000
6886,23323895090171,PoH,total_ticks,2075000.0000000000
6887,23323897242918,PoH,tick_latency_ns,5955.0000000000
6888,23323897243644,PoH,sequence,2076000.0000000000
6889,23323897243866,PoH,total_ticks,2076000.0000000000
6890,23323899616212,PoH,tick_latency_ns,5547.0000000000
6891,23323899616848,PoH,sequence,2077000.0000000000
6892,23323899617070,PoH,total_ticks,2077000.0000000000
6893,23323904520706,PoH,tick_latency_ns,2133.0000000000
6894,23323904521723,PoH,sequence,2078000.0000000000
6895,23323904521973,PoH,total_ticks,2078000.0000000000
6896,23323906831046,PoH,tick_latency_ns,3253.0000000000
6897,23323906831664,PoH,sequence,2079000.0000000000
6898,23323906831872,PoH,total_ticks,2079000.0000000000
6899,23323912826174,PoH_Verifier,latency_ms,1.7861480000
6900,23323912827836,PoH_Verifier,errors_detected,0.0000000000
6901,23323912828103,PoH_Verifier,total_batches,2080.0000000000
6902,23323912868725,PoH,tick_latency_ns,9863.0000000000
6903,23323912868991,PoH,sequence,2080000.0000000000
6904,23323912869278,PoH,total_ticks,2080000.0000000000
6905,23323914818181,PoH,tick_latency_ns,6563.0000000000
6906,23323914818890,PoH,sequence,2081000.0000000000
6907,23323914819229,PoH,total_ticks,2081000.0000000000
6908,23323919085236,PoH,tick_latency_ns,4358.0000000000
6909,23323919086530,PoH,sequence,2082000.0000000000
6910,23323919086778,PoH,total_ticks,2082000.0000000000
6911,23323921318383,PoH,tick_latency_ns,17776.0000000000
6912,23323921319676,PoH,sequence,2083000.0000000000
6913,23323921320015,PoH,total_ticks,2083000.0000000000
6914,23323923830737,PoH,tick_latency_ns,3388.0000000000
6915,23323923831820,PoH,sequence,2084000.0000000000
6916,23323923832182,PoH,total_ticks,2084000.0000000000
6917,23323926940070,PoH,tick_latency_ns,3031.0000000000
6918,23323926941196,PoH,sequence,2085000.0000000000
6919,23323926941452,PoH,total_ticks,2085000.0000000000
6920,23323931911625,PoH,tick_latency_ns,11533.0000000000
6921,23323931919290,PoH,sequence,2086000.0000000000
6922,23323931921118,PoH,total_ticks,2086000.0000000000
6923,23323934229685,PoH,tick_latency_ns,2436.0000000000
6924,23323934230356,PoH,sequence,2087000.0000000000
6925,23323934230580,PoH,total_ticks,2087000.0000000000
6926,23323938455128,PoH,tick_latency_ns,3190.0000000000
