event,timestamp_utc,timestamp_ns,pid,detail,value
INIT,2026-03-27T14:32:45Z,85942035479868,784,activation,100PCT_INCONDITIONNELLE
INIT,2026-03-27T14:32:45Z,85942035479868,784,modules_reels,ultra_forensic_logger_v3+memory_tracker
INIT,2026-03-27T14:32:45Z,85942035479868,784,version,3.0_cycle17_NL03_NV01_NV02_AC01_NANO_ANOMALY
HW_SAMPLE,2026-03-27T14:32:45Z,85942035479868,784,init:cpu_delta_pct,0.0000
HW_SAMPLE,2026-03-27T14:32:45Z,85942035479868,784,init:mem_used_pct,66.7596
HW_SAMPLE,2026-03-27T14:32:45Z,85942035479868,784,init:mem_total_kb,65849828
HW_SAMPLE,2026-03-27T14:32:45Z,85942035479868,784,init:mem_avail_kb,21888744
HW_SAMPLE,2026-03-27T14:32:45Z,85942035479868,784,init:vm_rss_kb,2292
HW_SAMPLE,2026-03-27T14:32:45Z,85942035479868,784,init:vm_peak_kb,8856
MODULE_START,2026-03-27T14:32:45Z,85942038122408,784,hubbard_hts_fullscale,main_campaign
MODULE_START,2026-03-27T14:32:45Z,85942038820508,784,simulate_fs,hubbard_hts_core
METRIC,2026-03-27T14:32:45Z,85942038849518,784,simulate_fs:sites,196.0000000000
METRIC,2026-03-27T14:32:45Z,85942038901878,784,simulate_fs:steps,14000.0000000000
METRIC,2026-03-27T14:32:45Z,85942038938748,784,simulate_fs:temp_K,95.0000000000
METRIC,2026-03-27T14:32:45Z,85942038970398,784,simulate_fs:U_eV,8.0000000000
METRIC,2026-03-27T14:32:45Z,85942039036698,784,simulate_fs:local_pair_site0_step0,0.6738128867
METRIC,2026-03-27T14:32:45Z,85942039071488,784,simulate_fs:d_site0_step0,-0.1122071196
METRIC,2026-03-27T14:32:45Z,85942039120818,784,simulate_fs:step_pairing_norm_step0,0.7842817982
METRIC,2026-03-27T14:32:45Z,85942039151838,784,simulate_fs:step_energy_norm_step0,1.9871614649
MODULE_END,2026-03-27T14:32:58Z,85954664203727,784,simulate_fs:hubbard_hts_core,12625383219
METRIC,2026-03-27T14:32:58Z,85954664255427,784,simulate_fs:pairing_final,0.7515263924
