run_id,delta_nonce_scale,n_replicas_scale,swap_temp_scale,batch_size_scale,exploration_bias,best_leading_zeros,best_nonce,update_count,loss_curr,grad_norm,w0,w1,w2,w3,w4,w5,w6,w7,bias,exec_w0,exec_w1,exec_w2,exec_w3,exec_w4,exec_w5,exec_w6,exec_w7,exec_bias,dual_blend,exploration_vel,T_hot_idx,T_cold_idx,n_threads_target,stall_long_count
btc_20260520T220725Z_55143,1.242685,1.000000,0.500000,4.471800,0.574713,26,1230329904,1,0.768443857,0.484740649,0.327999989,0.178000012,0.148000004,0.078000002,0.057999998,0.028000083,0.018000026,0.008000044,-0.004430553,0.343839987,0.193840011,0.149440003,0.093840002,0.073839998,0.043840023,0.033840007,0.023840011,-0.000886111,0.200000003,-0.012034986,0,0,16,1
