schema_version,best_lz_alltime,best_nonce_alltime,header_hex_80B,wallet_address,run_id_first,run_id_last_update,ts_unix_first,ts_unix_last_update,update_count
1,26,1230329904,00601f21624a12e26d7ffd0fd3afa3cfb4ac3ca2142db0c736b300000000000000000000165e0766b3261d0c962eb4c8cf1b8874fab2805eb828eed4219f524ded3cf09be7900c6a790f021700000000,1YkQrHMbvBbYvCR1jcQAxjMj4bzibiK8C,C255v8n_PTMC_TEST,btc_20260519T163903Z_c283_ubuntu_lvx,1778878828,1779209398,9
