seq,ts_ns,module,key,value
15720484,10349060325585,btc_qm_engine,btc_sha256_elapsed_ns,1037.0000000000
15720485,10349060326201,btc_qm_engine,btc_sha256_nonce,1340039830.0000000000
15720486,10349060326266,btc_qm_engine,btc_leading_zeros,1.0000000000
15720487,10349060326323,btc_qm_engine,btc_sha256_elapsed_ns,1021.0000000000
15720488,10349060326459,btc_qm_engine,btc_orbital_scan_nonce,3510997527.0000000000
15720489,10349060326801,btc_qm_engine,btc_sha256_nonce,1342615791.0000000000
15720490,10349060326868,btc_qm_engine,btc_leading_zeros,9.0000000000
15720491,10349060326936,btc_qm_engine,btc_sha256_elapsed_ns,1019.0000000000
15720492,10349060327584,btc_qm_engine,btc_sha256_nonce,3510997527.0000000000
15720493,10349060327647,btc_qm_engine,btc_leading_zeros,1.0000000000
15720494,10349060327708,btc_qm_engine,btc_sha256_elapsed_ns,1022.0000000000
15720495,10349060328138,btc_qm_engine,btc_sha256_nonce,4007928578.0000000000
15720496,10349060328202,btc_qm_engine,btc_leading_zeros,0.0000000000
15720497,10349060328267,btc_qm_engine,btc_sha256_elapsed_ns,1011.0000000000
15720498,10349060328413,btc_qm_engine,btc_orbital_scan_nonce,3511010202.0000000000
15720499,10349060328918,btc_qm_engine,btc_sha256_nonce,896868549.0000000000
15720500,10349060328981,btc_qm_engine,btc_leading_zeros,0.0000000000
15720501,10349060329042,btc_qm_engine,btc_sha256_elapsed_ns,1022.0000000000
15720502,10349060329177,btc_qm_engine,btc_orbital_scan_nonce,3511070167.0000000000
15720503,10349060329534,btc_qm_engine,btc_sha256_nonce,3511010202.0000000000
15720504,10349060329602,btc_qm_engine,btc_leading_zeros,2.0000000000
15720505,10349060329668,btc_qm_engine,btc_sha256_elapsed_ns,1016.0000000000
15720506,10349060330297,btc_qm_engine,btc_sha256_nonce,3511070167.0000000000
15720507,10349060330361,btc_qm_engine,btc_leading_zeros,1.0000000000
15720508,10349060330418,btc_qm_engine,btc_sha256_elapsed_ns,1017.0000000000
15720509,10349060330561,btc_qm_engine,btc_orbital_scan_nonce,3510970167.0000000000
15720510,10349060330872,btc_qm_engine,btc_sha256_nonce,979120903.0000000000
15720511,10349060330935,btc_qm_engine,btc_leading_zeros,4.0000000000
15720512,10349060330999,btc_qm_engine,btc_sha256_elapsed_ns,1013.0000000000
15720513,10349060331718,btc_qm_engine,btc_sha256_nonce,3510970167.0000000000
15720514,10349060331780,btc_qm_engine,btc_leading_zeros,0.0000000000
15720515,10349060331843,btc_qm_engine,btc_sha256_elapsed_ns,1055.0000000000
15720516,10349060332214,btc_qm_engine,btc_sha256_nonce,2794991540.0000000000
15720517,10349060332283,btc_qm_engine,btc_leading_zeros,1.0000000000
15720518,10349060332348,btc_qm_engine,btc_sha256_elapsed_ns,1034.0000000000
15720519,10349060333070,btc_qm_engine,btc_sha256_nonce,2771218495.0000000000
15720520,10349060333131,btc_qm_engine,btc_leading_zeros,3.0000000000
15720521,10349060333198,btc_qm_engine,btc_sha256_elapsed_ns,1042.0000000000
15720522,10349060333342,btc_qm_engine,btc_orbital_scan_nonce,3511041191.0000000000
15720523,10349060333558,btc_qm_engine,btc_sha256_nonce,683431118.0000000000
15720524,10349060333623,btc_qm_engine,btc_leading_zeros,0.0000000000
15720525,10349060333688,btc_qm_engine,btc_sha256_elapsed_ns,1019.0000000000
15720526,10349060333832,btc_qm_engine,btc_orbital_scan_nonce,3511013829.0000000000
15720527,10349060334480,btc_qm_engine,btc_sha256_nonce,3511041191.0000000000
15720528,10349060334541,btc_qm_engine,btc_leading_zeros,1.0000000000
15720529,10349060334609,btc_qm_engine,btc_sha256_elapsed_ns,1044.0000000000
15720530,10349060334763,btc_qm_engine,btc_lebesgue_scan_nonce,11.0000000000
15720531,10349060334961,btc_qm_engine,btc_sha256_nonce,3511013829.0000000000
15720532,10349060335025,btc_qm_engine,btc_leading_zeros,0.0000000000
15720533,10349060335087,btc_qm_engine,btc_sha256_elapsed_ns,1027.0000000000
15720534,10349060335894,btc_qm_engine,btc_sha256_nonce,3511044627.0000000000
15720535,10349060335958,btc_qm_engine,btc_leading_zeros,1.0000000000
15720536,10349060336025,btc_qm_engine,btc_sha256_elapsed_ns,1033.0000000000
15720537,10349060336302,btc_qm_engine,btc_sha256_nonce,1115637380.0000000000
15720538,10349060336370,btc_qm_engine,btc_leading_zeros,0.0000000000
15720539,10349060336436,btc_qm_engine,btc_sha256_elapsed_ns,1039.0000000000
15720540,10349060337228,btc_qm_engine,btc_sha256_nonce,2910042244.0000000000
15720541,10349060337294,btc_qm_engine,btc_leading_zeros,0.0000000000
15720542,10349060337361,btc_qm_engine,btc_sha256_elapsed_ns,1017.0000000000
15720543,10349060337654,btc_qm_engine,btc_sha256_nonce,3983944315.0000000000
15720544,10349060337719,btc_qm_engine,btc_leading_zeros,2.0000000000
15720545,10349060337783,btc_qm_engine,btc_sha256_elapsed_ns,1024.0000000000
15720546,10349060337934,btc_qm_engine,btc_lebesgue_scan_nonce,15.0000000000
15720547,10349060338586,btc_qm_engine,btc_sha256_nonce,1037604936.0000000000
15720548,10349060338649,btc_qm_engine,btc_leading_zeros,1.0000000000
15720549,10349060338714,btc_qm_engine,btc_sha256_elapsed_ns,1043.0000000000
15720550,10349060339061,btc_qm_engine,btc_sha256_nonce,3511131302.0000000000
