seq,ts_ns,module,key,value
500138,14768863501681,btc_qm_engine,btc_leading_zeros,4.0000000000
500139,14768863501750,btc_qm_engine,btc_sha256_elapsed_ns,893.0000000000
500140,14768863502132,btc_qm_engine,btc_sha256_nonce,421833734.0000000000
500141,14768863502273,btc_qm_engine,btc_leading_zeros,1.0000000000
500142,14768863502481,btc_qm_engine,btc_sha256_nonce,1134726161.0000000000
500143,14768863502605,btc_qm_engine,btc_sha256_nonce,2743975182.0000000000
500144,14768863502680,btc_qm_engine,btc_leading_zeros,1.0000000000
500145,14768863502876,btc_qm_engine,btc_sha256_elapsed_ns,1026.0000000000
500146,14768863503106,btc_qm_engine,btc_sha256_nonce,4008972213.0000000000
500147,14768863503507,btc_qm_engine,btc_sha256_elapsed_ns,1083.0000000000
500148,14768863503804,btc_qm_engine,btc_sha256_elapsed_ns,1106.0000000000
500149,14768863504806,btc_qm_engine,btc_sha256_nonce,615317775.0000000000
500150,14768863504947,btc_qm_engine,btc_sha256_nonce,499899542.0000000000
500151,14768863505226,btc_qm_engine,btc_leading_zeros,0.0000000000
500152,14768863505331,btc_qm_engine,btc_sha256_elapsed_ns,1084.0000000000
500153,14768863505497,btc_qm_engine,btc_leading_zeros,1.0000000000
500154,14768863505571,btc_qm_engine,btc_sha256_elapsed_ns,1104.0000000000
500155,14768863505834,btc_qm_engine,btc_sha256_nonce,199897406.0000000000
500156,14768863506177,btc_qm_engine,btc_leading_zeros,0.0000000000
500157,14768863506251,btc_qm_engine,btc_sha256_elapsed_ns,948.0000000000
500158,14768863506813,btc_qm_engine,btc_sha256_nonce,418279986.0000000000
500159,14768863506900,btc_qm_engine,btc_leading_zeros,3.0000000000
500160,14768863507104,btc_qm_engine,btc_sha256_nonce,2475806999.0000000000
500161,14768863507187,btc_qm_engine,btc_leading_zeros,0.0000000000
500162,14768863507263,btc_qm_engine,btc_sha256_elapsed_ns,1023.0000000000
500163,14768863507390,btc_qm_engine,btc_sha256_elapsed_ns,1019.0000000000
500164,14768863507575,btc_qm_engine,btc_sha256_nonce,3649903881.0000000000
500165,14768863508001,btc_qm_engine,btc_sha256_nonce,243291260.0000000000
500166,14768863508092,btc_qm_engine,btc_sha256_nonce,4045177097.0000000000
500167,14768863508207,btc_qm_engine,btc_leading_zeros,0.0000000000
500168,14768863508294,btc_qm_engine,btc_sha256_elapsed_ns,1107.0000000000
500169,14768863508478,btc_qm_engine,btc_leading_zeros,0.0000000000
500170,14768863508601,btc_qm_engine,btc_sha256_nonce,1231240859.0000000000
500171,14768863508678,btc_qm_engine,btc_leading_zeros,1.0000000000
500172,14768863508870,btc_qm_engine,btc_sha256_elapsed_ns,1076.0000000000
500173,14768863509035,btc_qm_engine,btc_sha256_elapsed_ns,1031.0000000000
