run_id,delta_nonce_scale,n_replicas_scale,swap_temp_scale,batch_size_scale,exploration_bias,best_leading_zeros,best_nonce,update_count,loss_curr,grad_norm,cycle,timestamp_utc
btc_20260413T194310Z_92,48.499218,1.000000,1.000000,4.000000,0.380000,32,2044645236,792,0.688311,0.677947,C41,2026-04-13T21:47:30Z
