event,timestamp_utc,timestamp_ns,pid,detail,value
INIT,2026-03-27T20:51:59Z,6906884964669,3530,activation,100PCT_INCONDITIONNELLE
INIT,2026-03-27T20:51:59Z,6906884964669,3530,modules_reels,ultra_forensic_logger_v3+memory_tracker
INIT,2026-03-27T20:51:59Z,6906884964669,3530,version,3.0_cycle17_NL03_NV01_NV02_AC01_NANO_ANOMALY
HW_SAMPLE,2026-03-27T20:51:59Z,6906884964669,3530,init:cpu_delta_pct,0.0000
HW_SAMPLE,2026-03-27T20:51:59Z,6906884964669,3530,init:mem_used_pct,90.2678
HW_SAMPLE,2026-03-27T20:51:59Z,6906884964669,3530,init:mem_total_kb,65849792
HW_SAMPLE,2026-03-27T20:51:59Z,6906884964669,3530,init:mem_avail_kb,6408648
HW_SAMPLE,2026-03-27T20:51:59Z,6906884964669,3530,init:vm_rss_kb,2524
HW_SAMPLE,2026-03-27T20:51:59Z,6906884964669,3530,init:vm_peak_kb,8860
MODULE_START,2026-03-27T20:51:59Z,6906887818499,3530,hubbard_hts_fullscale,main_campaign
MODULE_START,2026-03-27T20:51:59Z,6906888508099,3530,simulate_fs,hubbard_hts_core
METRIC,2026-03-27T20:51:59Z,6906888538479,3530,simulate_fs:sites,196.0000000000
METRIC,2026-03-27T20:51:59Z,6906889110759,3530,simulate_fs:steps,14000.0000000000
METRIC,2026-03-27T20:51:59Z,6906889167249,3530,simulate_fs:temp_K,95.0000000000
METRIC,2026-03-27T20:51:59Z,6906889207409,3530,simulate_fs:U_eV,8.0000000000
METRIC,2026-03-27T20:51:59Z,6906889265569,3530,simulate_fs:local_pair_site0_step0,0.6738128867
METRIC,2026-03-27T20:51:59Z,6906889305909,3530,simulate_fs:d_site0_step0,-0.1122071196
METRIC,2026-03-27T20:51:59Z,6906889362949,3530,simulate_fs:step_pairing_norm_step0,0.7842817982
METRIC,2026-03-27T20:51:59Z,6906889403169,3530,simulate_fs:step_energy_norm_step0,1.9871614649
MODULE_END,2026-03-27T20:52:08Z,6915978820966,3530,simulate_fs:hubbard_hts_core,9090312867
METRIC,2026-03-27T20:52:08Z,6915978872336,3530,simulate_fs:pairing_final,0.7515263924
METRIC,2026-03-27T20:52:08Z,6915978913116,3530,simulate_fs:energy_final_eV,1.9922023950
METRIC,2026-03-27T20:52:08Z,6915978950726,3530,simulate_fs:sign_ratio_final,0.3061224490
METRIC,2026-03-27T20:52:08Z,6915978988596,3530,simulate_fs:elapsed_ns,9090348767.0000000000
MODULE_START,2026-03-27T20:52:08Z,6915979068516,3530,simulate_fs,qcd_lattice_fullscale
METRIC,2026-03-27T20:52:08Z,6915979093056,3530,simulate_fs:sites,144.0000000000
METRIC,2026-03-27T20:52:08Z,6915979133436,3530,simulate_fs:steps,11000.0000000000
METRIC,2026-03-27T20:52:08Z,6915979170136,3530,simulate_fs:temp_K,140.0000000000
METRIC,2026-03-27T20:52:08Z,6915979206486,3530,simulate_fs:U_eV,9.0000000000
METRIC,2026-03-27T20:52:08Z,6915979242946,3530,simulate_fs:local_pair_site0_step0,0.7163690854
METRIC,2026-03-27T20:52:08Z,6915979279076,3530,simulate_fs:d_site0_step0,0.0643297362
METRIC,2026-03-27T20:52:08Z,6915979327826,3530,simulate_fs:step_pairing_norm_step0,0.6685242079
