schema_version,best_lz_alltime,best_nonce_alltime,header_hex_80B,wallet_address,run_id_first,run_id_last_update,ts_unix_first,ts_unix_last_update,update_count
1,20,1604817786,01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001e8cef69ffff001d00000000,1YkQrHMbvBbYvCR1jcQAxjMj4bzibiK8C,btc_20260427T160320Z_80062,btc_20260427T161734Z_84519,1777305801,1777306654,11
