run_id,delta_nonce_scale,n_replicas_scale,swap_temp_scale,batch_size_scale,exploration_bias,best_leading_zeros,best_nonce,update_count,loss_curr,grad_norm,w0,w1,w2,w3,w4,w5,w6,w7,bias,exec_w0,exec_w1,exec_w2,exec_w3,exec_w4,exec_w5,exec_w6,exec_w7,exec_bias,dual_blend,exploration_vel,T_hot_idx,T_cold_idx,n_threads_target,stall_long_count
btc_20260427T194559Z_205349,40.728973,1.000000,0.500000,1.000000,0.901548,32,311549993,319,0.379305248,0.029460954,-0.656418285,-0.758118669,-0.828755544,-0.814335689,-1.000270687,-0.762358948,-0.899099459,-0.913821458,-0.001070681,-0.676343469,-0.770179378,-0.844708086,-0.827061149,-1.036277446,-0.784384044,-0.916910741,-0.928845074,-0.001966014,0.200000003,0.005093568,0,0,16,29
