run_id,timestamp_ns,event,value,md5_state,cycle
pqe_nx48_20260504T090830Z_66596,1777885710092655328,script_start,ibm_quantum_pqe_nx48_integrated.py,2a040b322f24b53d,C164
pqe_nx48_20260504T090830Z_66596,1777885710092745063,mainnet_mode,True,c72024d0fbabe30d,C164
pqe_nx48_20260504T090830Z_66596,1777885710092775605,mainnet_addresses,2,8918a7baac4702fb,C164
pqe_nx48_20260504T090830Z_66596,1777885710092790211,mainnet_nonces,3,1614fdc9f3925bea,C164
pqe_nx48_20260504T090830Z_66596,1777885710093947175,nx48_exploration_bias,0.901548,f93792b9783c6d4e,C164
pqe_nx48_20260504T090830Z_66596,1777885710093979254,nx48_delta_nonce_scale,40.728973,b471d4b419994c3d,C164
pqe_nx48_20260504T090830Z_66596,1777885710093989760,nx48_source,csv,0e8047daa3851f05,C164
pqe_nx48_20260504T090830Z_66596,1777885710095271145,pre_measure_alpha_prob,0.8535533905932737,10e0f3714c4bd187,C164
pqe_nx48_20260504T090830Z_66596,1777885710095301452,pre_measure_beta_prob,0.14644660940672624,ad2c96cbb8ad26e9,C164
pqe_nx48_20260504T090830Z_66596,1777885710095312039,pre_measure_method,qiskit_statevector,01d1e6256c2e1c10,C164
pqe_nx48_20260504T090830Z_66596,1777885710102257881,observables_count,6,19a69aca86893e37,C164
pqe_nx48_20260504T090830Z_66596,1777885715017304354,bitcoin_addresses_count,2,6ac7076afad714da,C164
pqe_nx48_20260504T090830Z_66596,1777885715017369041,bitcoin_address_0,37jKPSmbEGwgfacCr2nayn1wTaqMAbA94Z,61a78b937304df08,C164
pqe_nx48_20260504T090830Z_66596,1777885715017382432,bitcoin_value_0,5.46e-06,749e20169a8ec747,C164
pqe_nx48_20260504T090830Z_66596,1777885715017407756,bitcoin_address_1,39C7fxSzEACPjM78Z7xdPxhf7mKxJwvfMJ,27dbf7c54d8cdab1,C164
pqe_nx48_20260504T090830Z_66596,1777885715017415838,bitcoin_value_1,3.14079985,66a894fc608bd73a,C164
pqe_nx48_20260504T090830Z_66596,1777885715019753489,mode,bitcoin_mainnet,245f1fa4a9c9e8d7,C164
pqe_nx48_20260504T090830Z_66596,1777885715019784598,total_btc_value,3.14080531,f1dcd23b33dd9817,C164
pqe_nx48_20260504T090830Z_66596,1777885715019802963,circuits_count,6,952fb031750ff2d0,C164
pqe_nx48_20260504T090830Z_66596,1777885715020010734,pubs_count,36,c583b9349359f403,C164
pqe_nx48_20260504T090830Z_66596,1777885726766445724,job_type,ibm_quantum,6a5b420a700755e2,C164
pqe_nx48_20260504T090830Z_66596,1777885726766523616,job_id,d7s647kt738s73cg9tf0,6e2b7e08ef9bbbd5,C164
pqe_nx48_20260504T090830Z_66596,1777885726766545362,job_submitted,success,5bd3a1557bd61926,C164
pqe_nx48_20260504T090830Z_66596,1777885726766564326,backend,ibm_fez,02d0356323000cae,C164
pqe_nx48_20260504T090830Z_66596,1777885726766579220,shots,1024,1278c9f69fb27347,C164
pqe_nx48_20260504T090830Z_66596,1777885726770325534,script_end,success,9929f09286a8a61c,C164
