run_id,timestamp_ns,event,value,md5_state,cycle
pqe_nx48_20260503T124645Z_37763,1777812405424909889,script_start,ibm_quantum_pqe_nx48_integrated.py,298281186061d188,C162
pqe_nx48_20260503T124645Z_37763,1777812405425759691,nx48_exploration_bias,0.901548,7dfa305906b8235d,C162
pqe_nx48_20260503T124645Z_37763,1777812405425780147,nx48_delta_nonce_scale,40.728973,13e988c9524cdc56,C162
pqe_nx48_20260503T124645Z_37763,1777812405425785681,nx48_source,csv,8fd512b977f01de6,C162
pqe_nx48_20260503T124645Z_37763,1777812405426749595,pre_measure_alpha_prob,0.8535533905932737,4448742d1e18cb5b,C162
pqe_nx48_20260503T124645Z_37763,1777812405426765948,pre_measure_beta_prob,0.14644660940672624,66fd13b320fa6687,C162
pqe_nx48_20260503T124645Z_37763,1777812405426772241,pre_measure_method,qiskit_statevector,f820819e92aefa77,C162
pqe_nx48_20260503T124645Z_37763,1777812405430575128,observables_count,6,42ebb9dbd5a2f82d,C162
pqe_nx48_20260503T124645Z_37763,1777812405431604650,circuits_count,9,f5f6803eac7d47d7,C162
pqe_nx48_20260503T124645Z_37763,1777812405431629162,pubs_count,54,cd5990a0b66c6f03,C162
pqe_nx48_20260503T124645Z_37763,1777812406078503371,job_type,aer_dry_run,1f7ec2cb12d60f32,C162
pqe_nx48_20260503T124645Z_37763,1777812406078529474,job_status,completed,a95087a3e189cafe,C162
pqe_nx48_20260503T124645Z_37763,1777812406078543051,script_end,success,8375102c7f353554,C162
