run_id,timestamp_ns,event,value,md5_state,cycle
pqe_nx48_20260503T130633Z_42151,1777813593798966331,script_start,ibm_quantum_pqe_nx48_integrated.py,0ccc9365458f5547,C162
pqe_nx48_20260503T130633Z_42151,1777813593799263214,nx48_exploration_bias,0.901548,de21ab5fdfc05998,C162
pqe_nx48_20260503T130633Z_42151,1777813593799278601,nx48_delta_nonce_scale,40.728973,d9a968edcc2a089e,C162
pqe_nx48_20260503T130633Z_42151,1777813593799284058,nx48_source,csv,6f2c005c3eca5bc4,C162
pqe_nx48_20260503T130633Z_42151,1777813593799720009,pre_measure_alpha_prob,0.8535533905932737,599402418b954125,C162
pqe_nx48_20260503T130633Z_42151,1777813593799735678,pre_measure_beta_prob,0.14644660940672624,0f179045c462436d,C162
pqe_nx48_20260503T130633Z_42151,1777813593799741350,pre_measure_method,qiskit_statevector,1a421d5d0ee594e2,C162
pqe_nx48_20260503T130633Z_42151,1777813593801448717,observables_count,6,79cf0c261266d496,C162
pqe_nx48_20260503T130633Z_42151,1777813593802461502,circuits_count,9,392485bd25a1d692,C162
pqe_nx48_20260503T130633Z_42151,1777813593802480794,pubs_count,54,ae7f0d6176d988ea,C162
pqe_nx48_20260503T130633Z_42151,1777813594542171511,job_type,aer_dry_run,41358e4ba14acb49,C162
pqe_nx48_20260503T130633Z_42151,1777813594542197256,job_status,completed,73ab81dfe9e5b159,C162
pqe_nx48_20260503T130633Z_42151,1777813594542211180,script_end,success,9970aac94bab9bfb,C162
