run_id,timestamp_ns,event,value,md5_state,cycle
pqe_nx48_20260504T091436Z_67852,1777886076092828517,script_start,ibm_quantum_pqe_nx48_integrated.py,c313bedd5c9d062d,C164
pqe_nx48_20260504T091436Z_67852,1777886076092883165,mainnet_mode,True,2d5024dc84ce7db4,C164
pqe_nx48_20260504T091436Z_67852,1777886076092898778,mainnet_addresses,2,949bf2d388f46b09,C164
pqe_nx48_20260504T091436Z_67852,1777886076092906622,mainnet_nonces,3,c70325eaf219aa9a,C164
pqe_nx48_20260504T091436Z_67852,1777886076093865638,nx48_exploration_bias,0.901548,886bb8114bbf46a5,C164
pqe_nx48_20260504T091436Z_67852,1777886076093891601,nx48_delta_nonce_scale,40.728973,116f2b12b00bff61,C164
pqe_nx48_20260504T091436Z_67852,1777886076093901061,nx48_source,csv,1bd1ed97df8e1efa,C164
pqe_nx48_20260504T091436Z_67852,1777886076094759037,pre_measure_alpha_prob,0.8535533905932737,5a25056f8dfc4a3c,C164
pqe_nx48_20260504T091436Z_67852,1777886076094784585,pre_measure_beta_prob,0.14644660940672624,ff676f24d4a55194,C164
pqe_nx48_20260504T091436Z_67852,1777886076094795568,pre_measure_method,qiskit_statevector,a6e4cbfdc418d842,C164
pqe_nx48_20260504T091436Z_67852,1777886076100198796,observables_count,6,ecfa53207027f5a7,C164
pqe_nx48_20260504T091436Z_67852,1777886078149695171,bitcoin_addresses_count,2,17fdaf55912a4497,C164
pqe_nx48_20260504T091436Z_67852,1777886078149778272,bitcoin_address_0,bc1q4k98v8y3sg8e7r3nfr0kmfufcf7mplyjq7utu6,704adf2ef8620211,C164
pqe_nx48_20260504T091436Z_67852,1777886078149795786,bitcoin_value_0,3.15169204,8daecd6a635ccff2,C164
pqe_nx48_20260504T091436Z_67852,1777886078149816246,bitcoin_address_1,1Ed6uQPB7fw8Y5VG9wZMVwVuyX1iG2gDZF,7d7f66ed7e209276,C164
pqe_nx48_20260504T091436Z_67852,1777886078149825537,bitcoin_value_1,0.23178145,6cbdaabdb8b9fe29,C164
pqe_nx48_20260504T091436Z_67852,1777886078152662541,mode,bitcoin_mainnet,b539447a6b230caa,C164
pqe_nx48_20260504T091436Z_67852,1777886078152693223,total_btc_value,3.38347349,4bb782407dd4c938,C164
pqe_nx48_20260504T091436Z_67852,1777886078152712012,circuits_count,6,10fa5a031b616862,C164
pqe_nx48_20260504T091436Z_67852,1777886078152762432,pubs_count,36,f1596f291780b8e9,C164
pqe_nx48_20260504T091436Z_67852,1777886091885510427,job_type,ibm_quantum,d70d966a598332fb,C164
pqe_nx48_20260504T091436Z_67852,1777886091885647702,job_id,d7s672sf3ras73b7l8e0,c4fe24364bc3c684,C164
pqe_nx48_20260504T091436Z_67852,1777886091885682426,job_submitted,success,3c3615c352d3689f,C164
pqe_nx48_20260504T091436Z_67852,1777886091885721612,backend,ibm_fez,1573ae165e95968a,C164
pqe_nx48_20260504T091436Z_67852,1777886091885845610,shots,1024,cec6b48fb86ea88e,C164
pqe_nx48_20260504T091436Z_67852,1777886091896056515,script_end,success,e33acca9f8d7d9b8,C164
