run_id,timestamp_ns,event,value,md5_state,cycle
pqe_nx48_20260503T192216Z_28362,1777836136566792290,script_start,ibm_quantum_pqe_nx48_integrated.py,efa72138faff8e4f,C162
pqe_nx48_20260503T192216Z_28362,1777836136569344073,nx48_exploration_bias,0.901548,a9c04a27a32e2e61,C162
pqe_nx48_20260503T192216Z_28362,1777836136569494482,nx48_delta_nonce_scale,40.728973,af3b910eaf526212,C162
pqe_nx48_20260503T192216Z_28362,1777836136569530057,nx48_source,csv,b35e24ac427e84a6,C162
pqe_nx48_20260503T192216Z_28362,1777836136572742214,pre_measure_alpha_prob,0.8535533905932737,6adab9e14ce75c40,C162
pqe_nx48_20260503T192216Z_28362,1777836136572814790,pre_measure_beta_prob,0.14644660940672624,c59155b184772725,C162
pqe_nx48_20260503T192216Z_28362,1777836136572828324,pre_measure_method,qiskit_statevector,eb268e75ced3de49,C162
pqe_nx48_20260503T192216Z_28362,1777836136585383942,observables_count,6,e69763a6c87a0454,C162
pqe_nx48_20260503T192216Z_28362,1777836136588895748,circuits_count,9,903501c140107971,C162
pqe_nx48_20260503T192216Z_28362,1777836136588990376,pubs_count,54,dcac3217a82e7a6e,C162
pqe_nx48_20260503T192216Z_28362,1777836213528893098,job_type,ibm_quantum,e66866162adecf09,C162
pqe_nx48_20260503T192216Z_28362,1777836213528942767,job_id,d7rq1d4f3ras73b77bh0,d16b282c34fe1412,C162
pqe_nx48_20260503T192216Z_28362,1777836213528954302,job_submitted,success,a936334f5913ad71,C162
pqe_nx48_20260503T192216Z_28362,1777836213528966307,backend,ibm_fez,9393a03338c4d82c,C162
pqe_nx48_20260503T192216Z_28362,1777836213528975804,shots,4096,6f5b0068673e0da2,C162
pqe_nx48_20260503T192216Z_28362,1777836213529989593,script_end,success,a45ff2e373c0bf50,C162
