run_id,timestamp_ns,event,value,md5_state,cycle
pqe_nx48_20260504T085026Z_59385,1777884626951946353,script_start,ibm_quantum_pqe_nx48_integrated.py,f9bc8ff4a8753b85,C164
pqe_nx48_20260504T085026Z_59385,1777884626952002773,mainnet_mode,False,14532a81173562b3,C164
pqe_nx48_20260504T085026Z_59385,1777884626952884863,nx48_exploration_bias,0.901548,3e73cc7ae49d533b,C164
pqe_nx48_20260504T085026Z_59385,1777884626952910119,nx48_delta_nonce_scale,40.728973,41df5bd4e9dda949,C164
pqe_nx48_20260504T085026Z_59385,1777884626952919151,nx48_source,csv,7b012b5811849d12,C164
pqe_nx48_20260504T085026Z_59385,1777884626954261727,pre_measure_alpha_prob,0.8535533905932737,0265756bdb6d9251,C164
pqe_nx48_20260504T085026Z_59385,1777884626954288657,pre_measure_beta_prob,0.14644660940672624,5816b9d1268c1362,C164
pqe_nx48_20260504T085026Z_59385,1777884626954299226,pre_measure_method,qiskit_statevector,16e2fa60eb8896e8,C164
pqe_nx48_20260504T085026Z_59385,1777884626959817595,observables_count,6,28604e8f9066d046,C164
pqe_nx48_20260504T085026Z_59385,1777884626961634666,mode,synthetic,214ff66b16bd41e3,C164
pqe_nx48_20260504T085026Z_59385,1777884626961655295,circuits_count,9,ce3160270f297a0a,C164
pqe_nx48_20260504T085026Z_59385,1777884626961679324,pubs_count,54,b24e2fb12c883055,C164
pqe_nx48_20260504T085026Z_59385,1777884628246644874,job_type,aer_dry_run,fdc54b0175efa938,C164
pqe_nx48_20260504T085026Z_59385,1777884628246686236,job_status,completed,e008ca97aee7bc72,C164
pqe_nx48_20260504T085026Z_59385,1777884628246708160,script_end,success,d9062ff467d406e9,C164
