run_id,delta_nonce_scale,n_replicas_scale,swap_temp_scale,batch_size_scale,exploration_bias,best_leading_zeros,best_nonce,update_count,loss_curr,grad_norm,w0,w1,w2,w3,w4,w5,w6,w7,bias,exec_w0,exec_w1,exec_w2,exec_w3,exec_w4,exec_w5,exec_w6,exec_w7,exec_bias,dual_blend,exploration_vel,T_hot_idx,T_cold_idx,n_threads_target,stall_long_count
btc_replit_c52_20260418T194601Z,19.074980,1.000000,0.500000,4.000000,0.547632,28,3438347118,4941,0.319902524,0.000115146,-0.714410613,-0.709492248,-0.701125272,-0.580678744,-0.702465874,-0.587288034,-0.702465874,-0.693973690,-0.012179791,-0.712655504,-0.707794602,-0.699560673,-0.580573692,-0.700865824,-0.590935162,-0.700865824,-0.692373860,-0.012131186,0.200000003,0.002216826,0,0,2,156
