ts_ns,ts_iso,module,level,msg,val,src,cycle
1776700677315537495,2026-04-20T15:57:57.315540+00:00,ibm_connect,INFO,Connecté — 3 backends — latence=3506.9ms,3506.941927,,C65
1776700677843921745,2026-04-20T15:57:57.843925+00:00,ibm_backend,INFO,Backend sélectionné : ibm_fez (156Q),156.0,,C65
1776700677844297555,2026-04-20T15:57:57.844298+00:00,ibm_calib,INFO,Calibration ibm_fez 156Q : T1=250.0µs T2=180.0µs gate2Q=0.0025,0.0025,,C65
1776700677844311975,2026-04-20T15:57:57.844312+00:00,rcs_156q,INFO,RCS XEB 156Q : 156Q depth=10 shots=512,,,C65
1776700689846226340,2026-04-20T15:58:09.846227+00:00,rcs_156q,METRIC,RCS 156Q : XEB=1.0000 entropy=9.000b états=512 t=12.0s,1.0,,C65
