ts_ns,ts_iso,module,level,msg,val,src,cycle
1776700642085063891,2026-04-20T15:57:22.085067+00:00,ibm_connect,INFO,Connecté — 3 backends — latence=3770.4ms,3770.428653,,C65
1776700642085103751,2026-04-20T15:57:22.085104+00:00,btc_grover_156q,INFO,══ BTC GROVER 156Q C65 ══ shots=1024 fake=False,,,C65
1776700642556524333,2026-04-20T15:57:22.556526+00:00,ibm_backend,INFO,Backend sélectionné : ibm_fez (156Q),156.0,,C65
1776700642556931193,2026-04-20T15:57:22.556931+00:00,ibm_calib,INFO,Calibration ibm_fez 156Q : T1=250.0µs T2=180.0µs gate2Q=0.0025,0.0025,,C65
1776700642556954813,2026-04-20T15:57:22.556955+00:00,nx_atom,METRIC,NX ATOM : coherence=0.0872 correction_bias=0.1500 correction_shots=234,0.08724730458076252,ibm_quantum_runner_c65.py,C65
1776700642557204133,2026-04-20T15:57:22.557205+00:00,btc_grover_156q,INFO,Circuit Grover BTC : 78Q search + 78Q oracle = 156Q,156.0,,C65
1776700642562554703,2026-04-20T15:57:22.562556+00:00,btc_grover_156q,INFO,Circuit Grover BTC 156Q construit : depth=9,9.0,,C65
1776700653989636440,2026-04-20T15:57:33.989638+00:00,btc_grover_156q,INFO,BTC Grover 156Q terminé → dom=0011010010010101 prob=0.0010,0.0009765625,,C65
